group_id,module_type,x_position,y_position,width,height,x_end,y_end,is_rotated,module_count,rows,cols,area
1,E,0,0,15.0,3.8,15.0,3.8,False,5,1,5,57.0
2,F,0,3.8,18.0,11.0,18.0,14.8,False,12,2,6,198.0
3,D,0,14.8,3.6,1.8,3.6,16.6,False,1,1,1,6.48
