group_id,module_type,x_position,y_position,width,height,x_end,y_end,is_rotated,module_count,rows,cols,area
1,E,0,0,21.0,7.6,21.0,7.6,False,14,2,7,159.6
2,F,0,7.6,18.0,11.0,18.0,18.6,False,12,2,6,198.0
3,D,18.0,7.6,3.6,1.8,21.6,9.4,False,1,1,1,6.48
